/BIC/ZVCH_STMP,DATETO,DATEFROM,TXTSH,TXTMD,TXTLG
4068,00.00.0000,00.00.0000,РТО Чиатура,РТО Чиатура,Пункт технического обслуживания Чиатура
4068,31.12.9999,01.01.1000,РТОЧиатура,,
4069,00.00.0000,00.00.0000,РТО Тбилиси-Товарная,РТО Тбилиси-Товарная,Пункт технического обслуживания Тбилиси-Товарная
4069,31.12.9999,01.01.1000,РТОТбилиси-Товарная,,
4070,00.00.0000,00.00.0000,РТО Марабда,РТО Марабда,Пункт технического обслуживания Марабда
4070,31.12.9999,01.01.1000,РТОМарабда,,
4071,00.00.0000,00.00.0000,РТО Тетри-Цкаро,РТО Тетри-Цкаро,Пункт технического обслуживания Тетри-Цкаро
4071,31.12.9999,01.01.1000,РТОТетри-Цкаро,,
4072,00.00.0000,00.00.0000,РТО Цалка,РТО Цалка,Пункт технического обслуживания Цалка
4072,31.12.9999,01.01.1000,РТОЦалка,,
4073,00.00.0000,00.00.0000,РТО Ахалкалаки,РТО Ахалкалаки,Пункт технического обслуживания Ахалкалаки
4073,31.12.9999,01.01.1000,РТОАхалкалаки,,
4074,00.00.0000,00.00.0000,РТО Садахло,РТО Садахло,Пункт технического обслуживания Садахло
4074,31.12.9999,01.01.1000,РТОСадахло,,
4075,00.00.0000,00.00.0000,РТО Боржоми,РТО Боржоми,Пункт технического обслуживания Боржоми
4075,31.12.9999,01.01.1000,РТОБоржоми,,
4076,00.00.0000,00.00.0000,ВЧДЭ-7 Белогорск,ВЧДЭ-7 Белогорск,Эксплуатационное вагонное депо Белогорск
4076,31.12.9999,01.01.1000,ВЧДЭ-7Белогорск,,
4077,00.00.0000,00.00.0000,ВЧДЭ-3 Карымская,ВЧДЭ-3 Карымская,Эксплуатационное вагонное депо Карымская
4077,31.12.9999,01.01.1000,ВЧДЭ-3Карымская,,
4078,00.00.0000,00.00.0000,ВЧДЭ-6 Могоча,ВЧДЭ-6 Могоча,Эксплуатационное вагонное депо Могоча
4078,31.12.9999,01.01.1000,ВЧДЭ-6Могоча,,
4079,00.00.0000,00.00.0000,ВЧДЭ-7 Красноярск-Во,ВЧДЭ-7 Красноярск-Восточный,Эксплуатационное вагонное депо Красноярск-Восточный
4079,31.12.9999,01.01.1000,ВЧДЭ-7Красноярск-Во,,
4080,00.00.0000,00.00.0000,ВЧДЭ-8 Абакан,ВЧДЭ-8 Абакан,Эксплуатационное вагонное депо Абакан
4080,31.12.9999,01.01.1000,ВЧДЭ-8Абакан,,
4081,00.00.0000,00.00.0000,ВЧДЭ-4 Валуйки,ВЧДЭ-4 Валуйки,Эксплуатационное вагонное депо Валуйки
4081,31.12.9999,01.01.1000,ВЧДЭ-4Валуйки,,
4082,00.00.0000,00.00.0000,ВЧДЭ-3 Стойленская,ВЧДЭ-3 Стойленская,Эксплуатационное вагонное депо Стойленская
4082,31.12.9999,01.01.1000,ВЧДЭ-3Стойленская,,
4083,00.00.0000,00.00.0000,ВЧДЭ-1 Ртищево,ВЧДЭ-1 Ртищево,Эксплуатационное вагонное депо Ртищево
4083,31.12.9999,01.01.1000,ВЧДЭ-1Ртищево,,
4084,00.00.0000,00.00.0000,ВЧДЭ-6 Кочетовка,ВЧДЭ-6 Кочетовка,Эксплуатационное вагонное депо Кочетовка
4084,31.12.9999,01.01.1000,ВЧДЭ-6Кочетовка,,
4085,00.00.0000,00.00.0000,ВЧДЭ-5 Батайск,ВЧДЭ-5 Батайск,Эксплуатационное вагонное депо Батайск
4085,31.12.9999,01.01.1000,ВЧДЭ-5Батайск,,
4086,00.00.0000,00.00.0000,ВЧДЭ-13 Краснодар,ВЧДЭ-13 Краснодар,Эксплуатационное вагонное депо Краснодар
4086,31.12.9999,01.01.1000,ВЧДЭ-13Краснодар,,
4087,00.00.0000,00.00.0000,ВЧДЭ-12 Входная,ВЧДЭ-12 Входная,Эксплуатационное вагонное депо Входная
4087,31.12.9999,01.01.1000,ВЧДЭ-12Входная,,
4088,00.00.0000,00.00.0000,ВЧДЭ-6 Инская,ВЧДЭ-6 Инская,Эксплуатационное вагонное депо Инская
4088,31.12.9999,01.01.1000,ВЧДЭ-6Инская,,
4089,00.00.0000,00.00.0000,ВЧДЭ-23 Белово,ВЧДЭ-23 Белово,Эксплуатационное вагонное депо Белово
4089,31.12.9999,01.01.1000,ВЧДЭ-23Белово,,
4090,00.00.0000,00.00.0000,ВЧДЭ-27 Тайга,ВЧДЭ-27 Тайга,Эксплуатационное вагонное депо Тайга
4090,31.12.9999,01.01.1000,ВЧДЭ-27Тайга,,
4091,00.00.0000,00.00.0000,ВЧДЭ-18 Тула,ВЧДЭ-18 Тула,Эксплуатационное вагонное депо Тула
4091,31.12.9999,01.01.1000,ВЧДЭ-18Тула,,
4092,00.00.0000,00.00.0000,ВЧДЭ-26 Рязань,ВЧДЭ-26 Рязань,Эксплуатационное вагонное депо Рязань
4092,31.12.9999,01.01.1000,ВЧДЭ-26Рязань,,
4093,00.00.0000,00.00.0000,ВЧДЭ-31 Смоленск,ВЧДЭ-31 Смоленск,Эксплуатационное вагонное депо Смоленск
4093,31.12.9999,01.01.1000,ВЧДЭ-31Смоленск,,
4094,00.00.0000,00.00.0000,ВЧДЭ-37 Брянск,ВЧДЭ-37 Брянск,Эксплуатационное вагонное депо Брянск
4094,31.12.9999,01.01.1000,ВЧДЭ-37Брянск,,
4095,00.00.0000,00.00.0000,ВЧДЭ-4 Свердловск-Со,ВЧДЭ-4 Свердловск-Сортировочный,Эксплуатационное вагонное депо Свердловск-Сортировочный
4095,31.12.9999,01.01.1000,ВЧДЭ-4Свердловск-Со,,
4096,00.00.0000,00.00.0000,ВЧДЭ-17 Пермь-Сорт.,ВЧДЭ-17 Пермь-Сортировочная,Эксплуатационное вагонное депо Пермь-Сортировочная
4096,31.12.9999,01.01.1000,ВЧДЭ-17Пермь-Сорт.,,
4097,00.00.0000,00.00.0000,ВЧДЭ-16 Каменск-Урал,ВЧДЭ-16 Каменск-Уральский,Эксплуатационное вагонное депо Каменск-Уральский
4097,31.12.9999,01.01.1000,ВЧДЭ-16Каменск-Урал,,
4098,00.00.0000,00.00.0000,ВЧДЭ-18 Березники-Со,ВЧДЭ-18 Березники-Сортировочные,Эксплуатационное вагонное депо Березники-Сортировочные
4098,31.12.9999,01.01.1000,ВЧДЭ-18Березники-Со,,
4099,00.00.0000,00.00.0000,ВЧДЭ-19 Войновка,ВЧДЭ-19 Войновка,Эксплуатационное вагонное депо Войновка
4099,31.12.9999,01.01.1000,ВЧДЭ-19Войновка,,
4100,00.00.0000,00.00.0000,ВЧДЭ-1 Челябинск,ВЧДЭ-1 Челябинск,Эксплуатационное вагонное депо Челябинск
4100,31.12.9999,01.01.1000,ВЧДЭ-1Челябинск,,
4101,00.00.0000,00.00.0000,ВЧДЭ-1 Бердяуш,ВЧДЭ-1 Бердяуш,Вагонный участок Бердяуш эксплуатационного вагонного депо Че
4101,31.12.9999,01.01.1000,ВЧДЭ-1Бердяуш,,
4102,00.00.0000,00.00.0000,ВЧДЭ-5 Магнитогорск,ВЧДЭ-5 Магнитогорск,Вагонный участок Магнитогорск эксплуатационного вагонного де
4102,31.12.9999,01.01.1000,ВЧДЭ-5Магнитогорск,,
4103,00.00.0000,00.00.0000,ВЧДЭ-5 Карталы,ВЧДЭ-5 Карталы,Эксплуатационное вагонное депо Карталы
4103,31.12.9999,01.01.1000,ВЧДЭ-5Карталы,,
4104,00.00.0000,00.00.0000,ВЧДЭ-2 Оренбург,ВЧДЭ-2 Оренбург,Эксплуатационное вагонное депо Оренбург
4104,31.12.9999,01.01.1000,ВЧДЭ-2Оренбург,,
4105,00.00.0000,00.00.0000,ВЧДЭ-2 Орск,ВЧДЭ-2 Орск,Вагонный участок Орск эксплуатационного вагонного депо Оренб
4105,31.12.9999,01.01.1000,ВЧДЭ-2Орск,,
4106,00.00.0000,00.00.0000,ВЧДЭ-3 Курган,ВЧДЭ-3 Курган,Эксплуатационное вагонное депо Курган
4106,31.12.9999,01.01.1000,ВЧДЭ-3Курган,,
4107,00.00.0000,00.00.0000,ВЧДЭ-4 Бологое,ВЧДЭ-4 Бологое,Эксплуатационное вагонное депо Бологое
4107,31.12.9999,01.01.1000,ВЧДЭ-4Бологое,,
4108,00.00.0000,00.00.0000,ВЧДЭ-6 С-Петербург с,ВЧДЭ-6 С-Петербург сортиров. М,Эксплуатационное вагонное депо Санкт-Петербург сортировочный
4108,31.12.9999,01.01.1000,ВЧДЭ-6С-Петербургс,,
4109,00.00.0000,00.00.0000,ВЧДЭ-13 С-Петербург,ВЧДЭ-13 С-Петербург сортиров.В,Эксплуатационное вагонное депо Санкт-Петербург сортировочный
4109,31.12.9999,01.01.1000,ВЧДЭ-13С-Петербург,,
4110,00.00.0000,00.00.0000,ВЧДЭ-23 Апатиты,ВЧДЭ-23 Апатиты,Эксплуатационное вагонное депо Апатиты
4110,31.12.9999,01.01.1000,ВЧДЭ-23Апатиты,,
4111,00.00.0000,00.00.0000,ВЧДЭ-27 Петрозаводск,ВЧДЭ-27 Петрозаводск,Эксплуатационное вагонное депо Петрозаводск
4111,31.12.9999,01.01.1000,ВЧДЭ-27Петрозаводск,,
4112,00.00.0000,00.00.0000,ВЧДЭ-28 Волховстрой,ВЧДЭ-28 Волховстрой,Эксплуатационное вагонное депо Волховстрой
4112,31.12.9999,01.01.1000,ВЧДЭ-28Волховстрой,,
4113,00.00.0000,00.00.0000,ВЧДЭ-17 Юдино,ВЧДЭ-17 Юдино,Эксплуатационное вагонное депо Юдино
4113,31.12.9999,01.01.1000,ВЧДЭ-17Юдино,,
4114,00.00.0000,00.00.0000,ВЧДЭ-6 Лянгасово,ВЧДЭ-6 Лянгасово,Эксплуатационное вагонное депо Лянгасово
4114,31.12.9999,01.01.1000,ВЧДЭ-6Лянгасово,,
4115,00.00.0000,00.00.0000,ВЧДЭ-3 Горький-Сорти,ВЧДЭ-3 Горький-Сортировочный,Эксплуатационное вагонное депо Горький-Сортировочный
4115,31.12.9999,01.01.1000,ВЧДЭ-3Горький-Сорти,,
4116,00.00.0000,00.00.0000,ВЧДЭ-10 Арзамас,ВЧДЭ-10 Арзамас,Эксплуатационное вагонное депо Арзамас
4116,31.12.9999,01.01.1000,ВЧДЭ-10Арзамас,,
4117,00.00.0000,00.00.0000,ВЧДЭ-10 Комсомольск-,ВЧДЭ-10 Комсомольск-на-Амуре,Эксплуатационное вагонное депо Комсомольск-на-Амуре
4117,31.12.9999,01.01.1000,ВЧДЭ-10Комсомольск-,,
4118,00.00.0000,00.00.0000,ВЧДЭ-11 Тында,ВЧДЭ-11 Тында,Эксплуатационное вагонное депо Тында
4118,31.12.9999,01.01.1000,ВЧДЭ-11Тында,,
4119,00.00.0000,00.00.0000,ВЧДЭ-1 Ярославль-Гла,ВЧДЭ-1 Ярославль-Главный,Эксплуатационное вагонное депо Ярославль-Главный
4119,31.12.9999,01.01.1000,ВЧДЭ-1Ярославль-Гла,,
4120,00.00.0000,00.00.0000,ВЧДЭ-7 Лоста,ВЧДЭ-7 Лоста,Эксплуатационное вагонное депо Лоста
4120,31.12.9999,01.01.1000,ВЧДЭ-7Лоста,,
4121,00.00.0000,00.00.0000,ВЧДЭ-14 Сосногорск,ВЧДЭ-14 Сосногорск,Эксплуатационное вагонное депо Сосногорск
4121,31.12.9999,01.01.1000,ВЧДЭ-14Сосногорск,,
4122,00.00.0000,00.00.0000,ВЧДЭ-13 Сольвычегодс,ВЧДЭ-13 Сольвычегодск,Эксплуатационное вагонное депо Сольвычегодск
4122,31.12.9999,01.01.1000,ВЧДЭ-13Сольвычегодс,,
4123,00.00.0000,00.00.0000,"ООО ""КВРП ""Новотранс","ООО ""Кузбасское вагоноремонтное предприя","ООО ""Кузбасское вагоноремонтное предприятие ""Новотранс"""
4123,31.12.9999,01.01.1000,"ООО""КВРП""Новотранс",,
4124,00.00.0000,00.00.0000,"ОАО ""ЗСМК""","ОАО ""Западно-Сибирский мет. завод""","ОАО ""Западно-Сибирский металлургический завод"""
4124,31.12.9999,01.01.1000,"ОАО""ЗСМК""",,
4125,00.00.0000,00.00.0000,ВЧД-14 Вихоревка,ВЧД-14 Вихоревка,Эксплуатационное вагонное депо ст.Вихоревка
4125,31.12.9999,01.01.1000,ВЧД-14Вихоревка,,
4126,00.00.0000,00.00.0000,ВЧД-13 Тайшет,ВЧД-13 Тайшет,Эксплуатационное вагонное депо ст.Тайшет
4126,31.12.9999,01.01.1000,ВЧД-13Тайшет,,
4127,00.00.0000,00.00.0000,ВЧД-10 Улан-Удэ,ВЧД-10 Улан-Удэ,Эксплуатационное вагонное депо ст.Улан-Удэ
4127,31.12.9999,01.01.1000,ВЧД-10Улан-Удэ,,
4128,00.00.0000,00.00.0000,ВЧД-8 Иркутск-Сорт.,ВЧД-8 Иркутск-Сортировочный,Эксплуатационное вагонное депо ст.Иркутск-Сортировочный
4128,31.12.9999,01.01.1000,ВЧД-8Иркутск-Сорт.,,
4129,00.00.0000,00.00.0000,ВЧДЭ-10 Астрахань,ВЧДЭ-10 Астрахань,Эксплуатационное вагонное депо Астрахань
4129,31.12.9999,01.01.1000,ВЧДЭ-10Астрахань,,
4130,00.00.0000,00.00.0000,"ООО ""ВКМ""","ООО ""Вагонно-колёсная мастерская""","Общество с ограниченной ответственностью ""Вагонно-колёсная м"
4130,31.12.9999,01.01.1000,"ООО""ВКМ""",,
4131,00.00.0000,00.00.0000,"ЗАО ""ЮУПК""",ЗАО Южно-уральская пром. компания,"ЗАО ""Южно-уральская промышленная компания"""
4131,31.12.9999,01.01.1000,"ЗАО""ЮУПК""",,
4132,00.00.0000,00.00.0000,"ОАО ""КМАЖДТ""","ОАО ""КМАЖЕЛДОРТРАНС""","Открытое акционерное общество ""КМАЖЕЛДОРТРАНС"""
4132,31.12.9999,01.01.1000,"ОАО""КМАЖДТ""",,
4133,00.00.0000,00.00.0000,Тбилиси ВЧДЭ-4,Тбилиси ВЧДЭ-4,Эксплуатационное вагонное депо Тбилиси
4133,31.12.9999,01.01.1000,ТбилисиВЧДЭ-4,,
4134,00.00.0000,00.00.0000,ОАО АК ЖДЯ,"ОАО АкК ""Железные дороги Якутии""","ОАО Акционерная компания ""Железные дороги Якутии"""
