/BIC/ZVCH_STAT,TXTSH,TXTMD,TXTLG
43801,КАРЬЕР,КАРЬЕРНАЯ,КАРЬЕРНАЯ
43802,ЛЕБ.РД,ЛЕБЕД.РУДНИК,ЛЕБЕДИНСКИЙ РУДНИК
43810,ЛЕБЕДИ,ЛЕБЕДИ,ЛЕБЕДИ
43811,ЛУКЬЯН,ЛУКЬЯНОВКА,ЛУКЬЯНОВКА
43812,НИКОЛВ,НИКОЛАЕВКА,НИКОЛАЕВКА
43813,ПЕСЧАН,ПЕСЧАНКА,ПЕСЧАНКА
43820,УРАЗОВ,УРАЗОВО,УРАЗОВО
43821,ОП764К,ОП 764 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 764 КМ
43822,ПУТИЛВ,ПУТИЛОВСКАЯ,ПУТИЛОВСКАЯ
43823,КОЛЫХЛ,КОЛЫХАЛИНО,КОЛЫХАЛИНО
43824,ЕЗДОЦК,ЕЗДОЦКИЙ,ЕЗДОЦКИЙ
43825,,ОП 6 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 6 КМ
43827,,СТОЙЛЕНС-ПАРК-А,СТОЙЛЕНСКАЯ-ПАРК А
43830,ВАЛУЙК,ВАЛУЙКИ,ВАЛУЙКИ
43831,ГУМНЫ,ГУМНЫ,ГУМНЫ
43832,ЯМСКАЯ,ЯМСКАЯ,ЯМСКАЯ
43833,ОП754К,ОП 754 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 754 КМ
43834,ТРОШИН,ТРОШИНО,ТРОШИНО
43835,ВАЛЙ-С,ВАЛУЙКИ-СОРТ,ВАЛУЙКИ-СОРТИРОВОЧНЫЕ
43836,ОП759К,ОП 759 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 759 КМ
43837,ОП761К,ОП 761 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 761 КМ
43838,ВАГ.ДП,ВАГОННОЕ ДЕП,ВАГОННОЕ ДЕПО
43839,,СТР. ПЕРЕВОД 5А,СТРЕЛОЧНЫЙ ПЕРЕВОД 5А
43840,СТОЙЛН,СТОЙЛЕНСКАЯ,СТОЙЛЕНСКАЯ
43842,,ПОСТ 90 КМ,ПОСТ 90 КМ
43848,,ПОСТ 614 КМ,ПОСТ 614 КМ
43849,,СТ. ОСКОЛ Ю.П.,СТАРЫЙ ОСКОЛ Ю.П.
43850,СТ.ОСК,СТАРЫЙ ОСКОЛ,СТАРЫЙ ОСКОЛ
43851,ОП615К,ОП 615 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 615 КМ
43852,ОП617К,ОП 617 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 617 КМ
43853,,ОП 604 КМ,ОСТ. ПУНКТ 604 КМ
43854,,ОП 606 КМ,ОСТ. ПУНКТ 606 КМ
43855,,ОП 601 КМ,ОСТ. ПУНКТ 601 КМ
43860,КОТЕЛ,КОТЕЛ,КОТЕЛ
43861,ОП624К,ОП 624 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 624 КМ
43862,ОП630К,ОП 630 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 630 КМ
43870,ГОЛОФВ,ГОЛОФЕЕВКА,ГОЛОФЕЕВКА
43871,ОП640К,ОП 640 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 640 КМ
43872,ОКУНЕВ,ОКУНЕВКА,ОКУНЕВКА
43873,,ОП 652 КМ,ОСТ. ПУНКТ 652 КМ
43880,ЧЕРНЯН,ЧЕРНЯНКА,ЧЕРНЯНКА
43890,ХОЛКИ,ХОЛКИ,ХОЛКИ
43891,ОП671К,ОП 671 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 671 КМ
43900,НВ.ОСК,НОВЫЙ ОСКОЛ,НОВЫЙ ОСКОЛ
43901,ОП686К,ОП 686 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 686 КМ
43902,СЛОНВК,СЛОНОВКА,СЛОНОВКА
43903,ОП697К,ОП 697 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 697 КМ
43904,ОП694К,ОП 694 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 694 КМ
43905,ОП706К,ОП 706 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 706 КМ
43906,ОП710К,ОП 710 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 710 КМ
43910,СТРОИВ,СТАРОИВАНОВК,СТАРОИВАНОВКА
43920,ВОЛОКН,ВОЛОКОНОВКА,ВОЛОКОНОВКА
43921,ОП721К,ОП 721 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 721 КМ
43930,РАЙ,РАЙ,РАЙ
43931,ОП730К,ОП 730 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 730 КМ
43940,ПРИНЦВ,ПРИНЦЕВКА,ПРИНЦЕВКА
43941,ОП739К,ОП 739 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 739 КМ
43942,СОЛОТИ,СОЛОТИ,СОЛОТИ
43943,ОП748К,ОП 748 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 748 КМ
43944,СИМОНВ,СИМОНОВСКАЯ,СИМОНОВСКАЯ
43945,,ОП 752 КМ,ОСТ. ПУНКТ 752 КМ
43946,,БП 750 КМ,БЛОКПОСТ 750 КМ
43950,КОЗ-ЭК,КОЗАЧОК-ЭКСП,КОЗАЧОК-ЭКСПОРТ
43960,КР Х-Э,КРАС ХУТОР-Э,КРАСНЫЙ ХУТОР-ЭКСПОРТ
43970,СОЛ-ЭК,СОЛОВЕЙ-ЭКСП,СОЛОВЕЙ-ЭКСПОРТ
43971,СОЛОВ,СОЛОВЕЙ,СОЛОВЕЙ
43972,ДВУЛУЧ,ДВУЛУЧНОЕ,ДВУЛУЧНОЕ
43979,,ВЫСТРЕЛ-САИПС,ВЫСТРЕЛ САИПС
43980,ВЫС-ЭК,ВЫСТРЕЛ-ЭКСП,ВЫСТРЕЛ-ЭКСПОРТ
43981,ВЫСТРЛ,ВЫСТРЕЛ,ВЫСТРЕЛ
43996,ШАЛАЕВ,ШАЛАЕВО,ШАЛАЕВО
43997,ГЕРАСМ,ГЕРАСИМОВКА,ГЕРАСИМОВКА
44000,ХАРК-С,ХАРЬКОВ-СОРТ,ХАРЬКОВ-СОРТИРОВОЧНЫЙ
44001,П-С-СР,ПОСТ-СЕВ-СРТ,ПОСТ-СЕВЕРНЫЙ-СОРТИРОВОЧН
44002,ПОДГОР,ПОДГОРОДНАЯ,ПОДГОРОДНАЯ
44003,ЛОЗОВН,ЛОЗОВЕНЬКА,ЛОЗОВЕНЬКА
44004,П-Ю-СР,ПОСТ-ЮЖ-СОРТ,ПОСТ-ЮЖНЫЙ-СОРТИРОВОЧНЫЙ
44006,НВСЛВК,НОВОСЕЛОВКА,НОВОСЕЛОВКА
44007,ЛИП.РЩ,ЛИПОВАЯ РОЩА,ЛИПОВАЯ РОЩА
44008,КАРАЧВ,КАРАЧЕВКА,КАРАЧЕВКА
44020,ОСНОВА,ОСНОВА,ОСНОВА
44021,РЗД8КМ,РАЗ'ЕЗД 8 КМ,РАЗ'ЕЗД 8 КМ
44022,ВЕРЕЩК,ВЕРЕЩАКОВКА,ВЕРЕЩАКОВКА
44023,БЕЗЛЮД,БЕЗЛЮДОВКА,БЕЗЛЮДОВКА
44030,ХРК-ЧР,ХАРЬКОВ-ЧЕРВ,ХАРЬКОВ-ЧЕРВОНОЗАВОДСКИЙ
44032,ХАРК-Л,ХАРЬКОВ-ЛЕВД,ХАРЬКОВ-ЛЕВАДА
44040,ХАРК-П,ХАРЬКОВ-ПАСС,ХАРЬКОВ-ПАССАЖИРСКИЙ
44050,ХАРК-Б,ХАРЬКОВ-БАЛШ,ХАРЬКОВ-БАЛАШОВСКИЙ
44051,ОП13КМ,ОП 13 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 13 КМ
44052,ОП18КМ,ОП 18 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 18 КМ
44053,ЛОСЕВО,ЛОСЕВО,ЛОСЕВО
44054,ОБРИЙ,ОБРИЙ,ОБРИЙ
44055,ОП25КМ,ОП 25 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 25 КМ
44056,ЛОСЕВ2,ЛОСЕВО 2,ЛОСЕВО 2
44060,ИНДУСТ,ИНДУСТРИАЛЬН,ИНДУСТРИАЛЬНАЯ
44070,РОГАНЬ,РОГАНЬ,РОГАНЬ
44071,ВАСИЩВ,ВАСИЩЕВО,ВАСИЩЕВО
44080,Н.БОВ,НОВ.БАВАРИЯ,НОВАЯ БАВАРИЯ
44081,ОП 7КМ,ОП  7 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  7 КМ
44082,НВЖАНВ,НОВОЖАНОВО,НОВОЖАНОВО
44083,ОП 7КМ,ОП  7 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  7 КМ
44084,ОП 6КМ,ОП 6 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 6 КМ
44085,ДИКАНВ,ДИКАНЕВКА,ДИКАНЕВКА
44090,ЗАЛЮТН,ЗАЛЮТИНО,ЗАЛЮТИНО
44091,ТЭЦ-5,ТЭЦ-5,ТЭЦ-5
44100,КУРЯЖ,КУРЯЖ,КУРЯЖ
44110,МЕРЕФА,МЕРЕФА,МЕРЕФА
44111,АРТЕМВ,АРТЕМОВКА,АРТЕМОВКА
44112,КОМАРВ,КОМАРОВКА,КОМАРОВКА
44113,ЮЖНЫЙ,ЮЖНЫЙ,ЮЖНЫЙ
44114,ЗЛ.ГАЙ,ЗЕЛЕНЫЙ ГАЙ,ЗЕЛЕНЫЙ ГАЙ
44115,ОКТЯБР,ОКТЯБРЬСКАЯ,ОКТЯБРЬСКАЯ
44116,НАЧНЫЙ,НАУЧНЫЙ,НАУЧНЫЙ
44117,ПОКОТЛ,ПОКОТИЛОВКА,ПОКОТИЛОВКА
44118,МОСТ,МОСТ,МОСТ
44119,П 4 КМ,ПОСТ 4 КМ,ПОСТ 4 КМ
44120,КЗ.Л-Э,КАЗ.ЛОП.-ЭКС,КАЗАЧЬЯ ЛОПАНЬ-ЭКСПОРТ
44130,СЕЛИЩН,СЕЛЕЩИНА,СЕЛЕЩИНА
44131,ТАГАМЛ,ТАГАМЛЫК,ТАГАМЛЫК
44132,СУХОЙ,СУХОЙ,СУХОЙ
44133,МАГИСТ,МАГСТРАЛЬНАЯ,МАГИСТРАЛЬНАЯ
44134,ОП32КМ,ОП 32 КМ,ОСТАНОВОЧЫЙ ПУНКТ 32 КМ
44135,ПЛ18КМ,ПЛАТФОР 18КМ,ПЛАТФОРМА 18 КМ
44136,ОП34КМ,ОП 34 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 34 КМ
44137,П.43КМ,ПОСТ 43 КМ,ПОСТ 43 КМ
44140,КАРЛВК,КАРЛОВКА,КАРЛОВКА
44141,ОРЧИК,ОРЧИК,ОРЧИК
44150,ЛАННАЯ,ЛАННАЯ,ЛАННАЯ
44151,КОТЛЯР,КОТЛЯРОВКА,КОТЛЯРОВКА
44152,КОРЖИХ,КОРЖИХА,КОРЖИХА
44153,КУМЫ,КУМЫ,КУМЫ
44154,СТПНОЙ,СТЕПНОЙ,СТЕПНОЙ
44155,ФЕДЮЧК,ФЕДЮЧКОВО,ФЕДЮЧКОВО
44160,КРАСНГ,КРАСНОГРАД,КРАСНОГРАД
44161,МИР,МИР,МИР
44162,РАЗЖИВ,РАЗЖИВЬЕВКА,РАЗЖИВЬЕВКА
44163,ПОЧТОВ,ПОЧТОВАЯ,ПОЧТОВАЯ
44164,НВВРБК,НОВОВЕРБОВКА,НОВОВЕРБОВКА
44170,БЕРСТВ,БЕРЕСТОВЕНЬК,БЕРЕСТОВЕНЬКИ
44171,ОП53КМ,ОП 53 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 53 КМ
44172,ШИРОК,ШИРОКИЙ,ШИРОКИЙ
44180,ВЛАСВК,ВЛАСОВКА,ВЛАСОВКА
44181,СТАНИЦ,СТАНИЦА,СТАНИЦА
44182,КАРАВН,КАРАВАН,КАРАВАН
44183,СОСНОВ,СОСНОВКА,СОСНОВКА
44190,КВАРЦВ,КВАРЦЕВЫЙ,КВАРЦЕВЫЙ
44200,ВОДОЛГ,ВОДОЛАГА,ВОДОЛАГА
44201,ДЖГУН,ДЖГУН,ДЖГУН
44210,ОРДОВК,ОРДОВКА,ОРДОВКА
44211,ОП 6КМ,ОП  6 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  6 КМ
44212,УТКОВК,УТКОВКА,УТКОВКА
44213,МЖА,МЖА,МЖА
44214,ОП11КМ,ОП 11 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 11 КМ
44215,ОП14КМ,ОП 14 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 14 КМ
44216,ОП16КМ,ОП 16 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 16 КМ
44217,СОКОЛВ,СОКОЛОВО,СОКОЛОВО
44218,ОП23КМ,ОП 23 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 23 КМ
44220,,МЖА,МЖА
44230,БАЛКИ,БАЛКИ,БАЛКИ
44231,ШЛЯХОВ,ШЛЯХОВОЙ,ШЛЯХОВОЙ
44232,ОП102К,ОП 102 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 102 КМ
44233,ОП96КМ,ОП 96 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 96 КМ
44240,КЕГИЧВ,КЕГИЧЕВКА,КЕГИЧЕВКА
44241,ВОЛЬН,ВОЛЬНЫЙ,ВОЛЬНЫЙ
44242,ОП122К,ОП 122 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 122 КМ
44250,САХНВЩ,САХНОВЩИНА,САХНОВЩИНА
44251,ОП136К,ОП 136 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 136 КМ
44252,КОЗЬМН,КОЗЬМИНОВКА,КОЗЬМИНОВКА
44253,П146КМ,ПОСТ 146 КМ,ПОСТ 146 КМ
44260,ОРЕЛЬК,ОРЕЛЬКА,ОРЕЛЬКА
44261,ЗХРНСК,ЗАХАРЬИНСКИЙ,ЗАХАРЬИНСКИЙ
44262,СТРАСТ,СТРАСТНОЙ,СТРАСТНОЙ
44263,МИРНАЯ,МИРНАЯ,МИРНАЯ
44264,ГРАЖДН,ГРАЖДАНСКИЙ,ГРАЖДАНСКИЙ
44280,ЛОЗОВ,ЛОЗОВАЯ,ЛОЗОВАЯ
44281,ЗАВОДС,ЗАВОДСКАЯ,ЗАВОДСКАЯ
44282,ХЛБНАЯ,ХЛЕБНАЯ,ХЛЕБНАЯ
44283,П 4 КМ,ПОСТ 4 КМ,ПОСТ 4 КМ
44284,П939КМ,ПОСТ 939 КМ,ПОСТ 939 КМ
44285,ОП936К,ОП 936 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 936 КМ
44290,ПАНЮТН,ПАНЮТИНО,ПАНЮТИНО
44291,ПРЯДКН,ПРЯДКИН,ПРЯДКИН
44300,ГЕРСЕВ,ГЕРСЕВАНОВС,ГЕРСЕВАНОВСКИЙ
44301,ОТДЫХ,ОТДЫХ,ОТДЫХ
44310,КРСНПВ,КРАСНОПАВЛВК,КРАСНОПАВЛОВКА
44311,РАЗДОЛ,РАЗДОЛЬСКИЙ,РАЗДОЛЬСКИЙ
44312,ШУЛЬСК,ШУЛЬСКОЕ,ШУЛЬСКОЕ
44320,БЕЛЯЕВ,БЕЛЯЕВКА,БЕЛЯЕВКА
44321,ОП878К,ОП 878 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 878 КМ
44322,ОП872К,ОП 872 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 872 КМ
44330,ЛИХАЧВ,ЛИХАЧЕВО,ЛИХАЧЕВО
44331,БЕРЕКА,БЕРЕКА,БЕРЕКА
44332,ТРОЙЧТ,ТРОЙЧАТОЕ,ТРОЙЧАТОЕ
44333,НОВБЕР,НОВБЕРЕКСКАЯ,НОВОБЕРЕКСКАЯ
44334,СЕВЕР,СЕВЕР,СЕВЕР
44335,КЛИМЕН,КЛИМЕНОВКА,КЛИМЕНОВКА
44336,,ОП 865 КМ,ОСТ. ПУНКТ 865 КМ
44340,БЕСПАЛ,БЕСПАЛОВКА,БЕСПАЛОВКА
44341,ШИРОНН,ШИРОНИНО,ШИРОНИНО
44342,ШУРИНО,ШУРИНО,ШУРИНО
44343,СПАС.С,СПАСОВ СКИТ,СПАСОВ СКИТ
44344,ОП829К,ОП 829 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 829 КМ
44345,БОРКИ,БОРКИ,БОРКИ
44346,ЛИПКОВ,ЛИПКОВАТОВКА,ЛИПКОВАТОВКА
44347,ЕЗЕРСК,ЕЗЕРСКАЯ,ЕЗЕРСКАЯ
44348,СЕЛЕКЦ,СЕЛЕКЦИОННАЯ,СЕЛЕКЦИОННАЯ
44360,ИЗЮМ,ИЗЮМ,ИЗЮМ
44361,ПОДГОР,ПОДГОРКИ,ПОДГОРКИ
44362,ЯХНИЧВ,ЯХНИЧЕВ,ЯХНИЧЕВ
44363,БУКИНО,БУКИНО,БУКИНО
44364,ОП371К,ОП 371 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 371 КМ
44365,ПИМЕНВ,ПИМЕНОВКА,ПИМЕНОВКА
44366,ФЕДОРВ,ФЕДОРОВКА,ФЕДОРОВКА
44367,ЦЫГАНС,ЦЫГАНСКАЯ,ЦЫГАНСКАЯ
44368,ДИБРОВ,ДИБРОВО,ДИБРОВО
44370,ЗАКОМЛ,ЗАКОМЕЛЬСКАЯ,ЗАКОМЕЛЬСКАЯ
44371,БАБАРК,БАБАРИКВСКАЯ,БАБАРИКОВСКАЯ
44372,МАЯК,МАЯК,МАЯК
44373,,ОП 348 КМ,ОСТ. ПУНКТ 348 КМ
44374,,ОП 360 КМ,ОСТ. ПУНКТ 360 КМ
44380,САВИНЦ,САВИНЦЫ,САВИНЦЫ
44381,ЛЕСНАЯ,ЛЕСНАЯ,ЛЕСНАЯ
44382,БР.ОЗР,БРАТСК.ОЗЕРО,БРАТСКОЕ ОЗЕРО
44390,БАЛАКЛ,БАЛАКЛЕЯ,БАЛАКЛЕЯ
44391,ВЕРБОВ,ВЕРБОВКА,ВЕРБОВКА
44392,ЯНКОВС,ЯНКОВСКИЙ,ЯНКОВСКИЙ
44393,СЕЗОНН,СЕЗОННАЯ,СЕЗОННАЯ
44400,ЛИМАН,ЛИМАН,ЛИМАН
44410,ШЕБЕЛН,ШЕБЕЛИНКА,ШЕБЕЛИНКА
44411,АНДРЕВ,АНДРЕЕВКА,АНДРЕЕВКА
44412,СОВХОЗ,СОВХОЗНАЯ,СОВХОЗНАЯ
44413,КОМСОМ,КОМСОМОЛСКАЯ,КОМСОМОЛЬСКАЯ
44420,ЗАНКИ,ЗАНКИ,ЗАНКИ
44421,ДОМ ОТ,ДОМ ОТДЫХА,ДОМ ОТДЫХА
44422,ГИНЕЕВ,ГИНЕЕВКА,ГИНЕЕВКА
44423,,ЗИДЬКИ,ЗИДЬКИ
44430,ЗМИЕВ,ЗМИЕВ,ЗМИЕВ
44431,ЛЕВКОВ,ЛЕВКОВКА,ЛЕВКОВКА
44432,АКСЮТВ,АКСЮТОВКА,АКСЮТОВКА
44433,ЗВИДКИ,ЗВИДКИ,ЗВИДКИ
44434,ВАСИЩВ,ВАСИЩЕВО,ВАСИЩЕВО
44435,ЖИХОР,ЖИХОР,ЖИХОР
44436,УДЯНСК,УДЯНСКАЯ,УДЯНСКАЯ
44437,ОП27КМ,ОП 27 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 27 КМ
44438,БОР-ЮЖ,БОРОВСКАЯ-ЮЖ,БОРОВСКАЯ-ЮЖНАЯ
44441,ПРЕДУЗ,ПРЕДУЗЛОВАЯ,ПРЕДУЗЛОВАЯ
44450,ОДН-ЭК,ОДНОРОБ-ЭКСП,ОДНОРОБОВКА-ЭКСПОРТ
44460,ШПАКВК,ШПАКОВКА,ШПАКОВКА
44461,КУРОРТ,КУРОРТНАЯ,КУРОРТНАЯ
44462,ОП224К,ОП 224 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 224 КМ
44463,ПОДВРК,ПОДВОРКИ,ПОДВОРКИ
44464,ЗАРЧНК,ЗАРЕЧАНКА,ЗАРЕЧАНКА
44470,БЕЛОПЛ,БЕЛОПОЛЬЕ,БЕЛОПОЛЬЕ
44480,ТОРОХТ,ТОРОХТЯНЫЙ,ТОРОХТЯНЫЙ
44481,УЛЬЯНВ,УЛЬЯНОВКА,УЛЬЯНОВКА
44482,ОП15КМ,ОП 15 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 15 КМ
44490,ВИРЫ,ВИРЫ,ВИРЫ
44491,АМБАРЫ,АМБАРЫ,АМБАРЫ
44492,ЛЕКАРС,ЛЕКАРСКОЕ,ЛЕКАРСКОЕ
44493,ОП24КМ,ОП 24 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 24 КМ
44496,ОП 4КМ,ОП 4 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 4 КМ
44497,ОП 7КМ,ОП 7 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 7 КМ
44500,В.ЗАВД,ВЕРИН.ЗАВОД,ВЕРИНСКИЙ ЗАВОД
44510,ГОЛОВШ,ГОЛОВАШЕВКА,ГОЛОВАШЕВКА
44511,ОП40КМ,ОП 40 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 40 КМ
44520,ТОРОПЛ,ТОРОПИЛОВКА,ТОРОПИЛОВКА
44530,СУМЫ,СУМЫ,СУМЫ
44531,,ОП 59 КМ,ОСТ. ПУНКТ 59 КМ
44540,СУМЫ-Т,СУМЫ-ТОВАРН,СУМЫ-ТОВАРНАЯ
44541,ОЛДЫШ,ОЛДЫШ,ОЛДЫШ
44550,СЫРОВТ,СЫРОВАТКА,СЫРОВАТКА
44560,БАСЫ,БАСЫ,БАСЫ
44561,ОП68КМ,ОП 68 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 68 КМ
44562,ОП70КМ,ОП 70 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 70 КМ
44563,СЫРОВТ,СЫРОВАТКА,СЫРОВАТКА
44564,ГРЕБНК,ГРЕБЕНИКОВКА,ГРЕБЕНИКОВКА
44565,ОП85КМ,ОП 85 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 85 КМ
44566,БП98КМ,БП 98 КМ,БЛОК-ПОСТ 98 КМ
44570,НИЗЫ,НИЗЫ,НИЗЫ
44580,БОРОМЛ,БОРОМЛЯ,БОРОМЛЯ
44581,ОП99КМ,ОП 99 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 99 КМ
44582,ОП102К,ОП 102 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 102 КМ
44583,СКРЯГВ,СКРЯГОВКА,СКРЯГОВКА
44584,АЛЕКСН,АЛЕКСИНО,АЛЕКСИНО
44585,ВЫСТОР,ВЫСТОРОП,ВЫСТОРОП
44586,СТЕБЛН,СТЕБЛЯНКИ,СТЕБЛЯНКИ
44587,ГАРБУЗ,ГАРБУЗОВКА,ГАРБУЗОВКА
44588,РЯБУШК,РЯБУШКИ,РЯБУШКИ
44590,ЛЕБЕДН,ЛЕБЕДИНСКАЯ,ЛЕБЕДИНСКАЯ
44592,ОП29КМ,ОП 29 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 29 КМ
44593,САДВАЯ,САДОВАЯ,САДОВАЯ
44600,СМОРОД,СМОРОДИНО,СМОРОДИНО
44601,РУПИНО,РУПИНО,РУПИНО
44602,БАКИРВ,БАКИРОВКА,БАКИРОВКА
44603,ПИОНЕР,ПИОНЕРСКАЯ,ПИОНЕРСКАЯ
44604,КАЗАЦК,КАЗАЦКОЕ,КАЗАЦКОЕ
44610,КИРИКВ,КИРИКОВКА,КИРИКОВКА
44611,ЯБЛОЧН,ЯБЛОЧНОЕ,ЯБЛОЧНОЕ
44612,СПИЦИН,СПИЦИН,СПИЦИН
44613,ОП 9КМ,ОП  9 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  9 КМ
44620,АХТЫРК,АХТЫРКА,АХТЫРКА
44630,КУПЬЕВ,КУПЬЕВАХА,КУПЬЕВАХА
44640,ГУБАРВ,ГУБАРЕВКА,ГУБАРЕВКА
44641,ОП168К,ОП 168 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 168 КМ
44650,БОГДУХ,БОГОДУХОВ,БОГОДУХОВ
44651,СЕМ.ЯР,СЕМЕНОВ ЯР,СЕМЕНОВ ЯР
44652,ГАВРИШ,ГАВРИШИ,ГАВРИШИ
44653,СУХИНЫ,СУХИНЫ,СУХИНЫ
44660,ГУТЫ,ГУТЫ,ГУТЫ
44670,МАКСМВ,МАКСИМОВКА,МАКСИМОВКА
44671,ОП198К,ОП 198 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 198 КМ
44672,РЕПКИ,РЕПКИ,РЕПКИ
44673,БУКЛЕВ,БУКЛЕВСКОЕ,БУКЛЕВСКОЕ
44674,ГАЗВОЕ,ГАЗОВОЕ,ГАЗОВОЕ
44680,МЕРЧИК,МЕРЧИК,МЕРЧИК
44681,ПРОСТР,ПРОСТОРНОЕ,ПРОСТОРНОЕ
44682,О.РОЩА,ОРЕХОВ.РОЩА,ОРЕХОВАЯ РОЩА
44683,МАНЧЕН,МАНЧЕНКИ,МАНЧЕНКИ
44684,МАЙСК,МАЙСКИЙ,МАЙСКИЙ
44685,ЛЮБАВК,ЛЮБАВКА,ЛЮБАВКА
44700,ГАЛЕЩН,ГАЛЕЩИНА,ГАЛЕЩИНА
44701,БЕЛАНЫ,БЕЛАНЫ,БЕЛАНЫ
44702,КОЗЕЛЩ,КОЗЕЛЬЩИНА,КОЗЕЛЬЩИНА
44710,ГАНОВК,ГАНОВКА,ГАНОВКА
44711,ЗЕЛЕНВ,ЗЕЛЕНОВКА,ЗЕЛЕНОВКА
44712,КУЛИКВ,КУЛИКОВКА,КУЛИКОВКА
44720,КОБЕЛК,КОБЕЛЯКИ,КОБЕЛЯКИ
44721,ОП197К,ОП 197 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 197 КМ
44722,Р193КМ,РЗД 193 КМ,РАЗ'ЕЗД 193 КМ
44730,ЛЕЩИНВ,ЛЕЩИНОВКА,ЛЕЩИНОВКА
44731,ГОЛУБВ,ГОЛУБОВО,ГОЛУБОВО
44732,ЖАРКИ,ЖАРКИ,ЖАРКИ
44733,БАБЕНК,БАБЕНКОВО,БАБЕНКОВО
44740,НВСЕНЖ,НОВОСЕНЖАРЫ,НОВОСЕНЖАРЫ
44741,СОБКОВ,СОБКОВКА,СОБКОВКА
44742,П167КМ,ПОСТ 167 КМ,ПОСТ 167 КМ
44743,ОП160К,ОП 160 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 160 КМ
44750,М.ПЕРЩ,МАЛ.ПЕРЕЩЕПН,МАЛАЯ ПЕРЕЩЕПИНСКАЯ
44751,ТКАЧЕН,ТКАЧЕНКОВО,ТКАЧЕНКОВО
44752,ПИСАРВ,ПИСАРЕВСКАЯ,ПИСАРЕВСКАЯ
44753,ГОЛВАЧ,ГОЛВАЧАНСКАЯ,ГОЛОВАЧАНСКАЯ
44754,ГОЛОВЧ,ГОЛОВАЧ,ГОЛОВАЧ
44755,БЕЗРУЧ,БЕЗРУЧКИ,БЕЗРУЧКИ
44756,ЗИНЦЫ,ЗИНЦЫ,ЗИНЦЫ
44757,ТЕРЕШК,ТЕРЕШКИ,ТЕРЕШКИ
44758,ОП143К,ОП 143 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 143 КМ
44759,КЛЮШНК,КЛЮШНИКИ,КЛЮШНИКИ
